idChemicals,Pubchem_CID,CAS,Name,IUPAC_name,Odor_notes,Odor_tags,Odor_sources,OR_sources,Olfactory_Receptors
4847,146679297.0,238757-35-2,1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,1-ethoxy-3-methyl-1-(3-methylbutoxy)butane,alcoholic;cocoa;cognac;fermented;green;malty,alcoholic;cognac;fermented;green;malty-cocoa,FlavorBase10,,
4848,3020407.0,85136-40-9,85136-40-9,1-ethoxy-3-methyl-1-(2-methylpropoxy)butane,alcoholic;cocoa;cognac;fermented;green;malty,alcoholic;cognac;fermented;green;malty-cocoa,FlavorBase10,,
4849,71587178.0,54355-74-7,"(2-Isobutyl-1,3-dioxolan-4-yl)methanol","[2-(2-methylpropyl)-1,3-dioxolan-4-yl]methanol",fatty;fermented;fruity;green;malty,fermented-malty;fruity;green;slightly fatty,FlavorBase10,,
4850,86278356.0,1401307-17-2,1-Isobutoxy-1-isopentyloxy-3-methylbutane,3-methyl-1-(3-methylbutoxy)-1-(2-methylpropoxy)butane,alcoholic;cocoa;cognac;fermented;green;malty,alcoholic;cognac;fermented;green;malty-cocoa,FlavorBase10,,
4851,94744.0,595-39-1,2-Amino-2-methylbutyric acid,2-amino-2-methylbutanoic acid,odorless,virtually odorless,FlavorBase10,,
4852,5352626.0,25524-95-2,Jasmine lactone,6-[(Z)-pent-2-enyl]oxan-2-one,coconut;creamy;dairy;fatty;fruity;jasmin;lactonic;milky;peach;tropical;wax,coconut;creamy;dairytropical;fatty;fruity;jasmine;lactonic;peach notes;strong milky;wax,FlavorBase10;OdorRactor;TGSC,,
4853,3085610.0,71808-61-2,71808-61-2,(2-butanoyloxy-3-oxobutan-2-yl) butanoate,buttery;cheesy,cheesy notes;mild buttery,FlavorBase10,,
4854,11550267.0,782498-03-7,N-lactoyl ethanolamine phosphate,2-(2-hydroxypropanoylamino)ethyl dihydrogen phosphate,roasted;salt,flavor & saltiness enhancer;roasted,FlavorBase10;OdorRactor;,,
4855,95457.0,5422-34-4,N-(2-Hydroxyethyl)lactamide,2-hydroxy-N-(2-hydroxyethyl)propanamide,brown;cooked;roasted;salt,cooked brown roasted aroma;flavor & saltiness enhancer,FlavorBase10;OdorRactor;Flavorbase,,
4856,69297245.0,781674-18-8,(+/-)-N-lactoyl tyramine,2-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]propanamide,fish;meat;savory,especially for fish and meat stock;savory,FlavorBase10,,
4857,30247.0,25905-14-0,Lavandulyl acetate,(5-methyl-2-prop-1-en-2-ylhex-4-enyl) acetate,fruity;herbaceous;spicy;sweet;warm,fruity;herbaceous;slightly warm to spicy odor;sweet,FlavorBase10,,
4858,440917.0,68647-72-3,D-Limonene,(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene,citrus;fresh;hydrocarbon;lemon;minty;orange;peely;sweet,fresh;hydrocarbon and orange citrus odor;lemon;minty;peely;sweet,FlavorBase10;SigmaAldrich;AOD;TGSC;Pubchem;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or2w1;OR2W1;Or5g26;
4859,22311.0,8022-90-0,LIMONENE,1-methyl-4-prop-1-en-2-ylcyclohexene,aromatic;camphoraceous;citrus;eum;harsh;herbaceous;hydrocarbon;lemon;orange;paint;penetrating;petrol;phenolic;resinous;terpenic;turpentine;woody,aromaticresinous;camphoraceous;herbaceous;hydrocarbon citrus-turpentine note;lemon;often harsh;orange;paint;penetrating;petroleum;phenolic;terpenic;woody,FlavorBase10;SigmaAldrich;AOD;TGSC;OdoRactor;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;OdorDB|https://senselab.med.yale.edu/odordb/;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,OR1A1;;OR1G1;;OR2B11;;OR2W1;;OR52D1;;OR5K1;;Or2b4;;Or2c1;OR2C1;Or2v1;OR2V1;Or6e1;
4860,94217.0,1946-00-5,"p-Menth-8-ene-1,2-diol","1-methyl-4-prop-1-en-2-ylcyclohexane-1,2-diol",astringency;bitter;grapefruit;minty,bitter-astringency reminiscent of grapefruit;minty,FlavorBase10;OdorRactor;,,
4861,549336.0,33933-72-1,33933-72-1,"6-ethenyl-2,2,6-trimethyloxan-3-one",,,,,
4862,91751387.0,33933-72-1,Linalool oxide acetate,2-[(5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-yl acetate,floral;fresh;sweet,mild fresh sweet floral,FlavorBase10,,
4863,564550.0,7779-23-9,Linalyl hexanoate,"3,7-dimethylocta-1,6-dien-3-yl hexanoate",animal;dry;fruity;green;pear;pineapple;warm,animal;dry-fruity odor;green;pineapple-pear taste;pineapplewarm,FlavorBase10;OdorRactor;TGSC,,
4864,11545.0,67332-80-3,Betaine hydrochloride,carboxymethyl(trimethyl)azanium;chloride,,,,,
4865,69568.0,28826-16-6,L-Lysine hydrochloride,"(2S)-2,6-diaminohexanoic acid;hydrochloride",,,,,
4866,444266.0,68307-91-5,maleic acid,(Z)-but-2-enedioic acid,acidic;sour;winey,somewhat winey on dilution;weak odor with acidic-sour taste,FlavorBase10,,
4867,867.0,87205-08-1,malonic acid,propanedioic acid,fruit;sour,fruit-like taste;sour,FlavorBase10,,
4868,14379831.0,92343-93-6,Marmelo oxide B,"(2S,4R)-4-methyl-2-[(1E)-3-methylbuta-1,3-dienyl]oxolane",fruit;quince,a charachter impact compound of quince fruit,FlavorBase10,,
4869,119205.0,580-72-3,Matairesinol,"(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",astringency;bitter,reduces bitterness and astringency.,FlavorBase10,,
4870,105426.0,67401-27-8,"5,8-Megastigmadienone-4","3-but-3-enyl-2,4,4-trimethylcyclohex-2-en-1-one",floral;flowery;fruity;tobacco;woody,floral;flowery;fruity woody odor with tobacco like note,FlavorBase10;Flavorbase,,
4871,527428.0,3419-02-1,"p-Mentha-1,8-dien-4-ol",4-methyl-1-prop-1-en-2-ylcyclohex-3-en-1-ol,animal;earthy;musty;sweet;urin,earthy;somewhat musty;sweet;urinous-animal tonality,FlavorBase10,,
4872,6428442.0,21391-84-4,"trans-1(7),8-p-Menthadien-2-ol","(1S,5R)-2-methylidene-5-prop-1-en-2-ylcyclohexan-1-ol",citrus;herbaceous;minty,citrus;herbaceous;minty,FlavorBase10,,
4873,527143.0,3269-90-7,Menthadienol,2-(4-methylcyclohex-3-en-1-yl)prop-2-en-1-ol,citrus;clean;floral;fruity;herbaceous;mint;minty;sweet,clean;fruity-floral-citrus notes;herbaceous;mint undertones;minty;sweet,FlavorBase10;TGSC,,
4874,520440.0,29548-14-9,P-Menth-1-en-9-al,2-(4-methylcyclohex-3-en-1-yl)propanal,citrus;green;herbaceous;lemon;rose;spicy,citrus aroma;herbaceous;powerful lemon-rose green;spicy,FlavorBase10;OdorRactor;TGSC,,
4875,5319367.0,53399-74-9,cis-p-menth-2-en-1-ol,"(1S,4R)-1-methyl-4-propan-2-ylcyclohex-2-en-1-ol",floral;herbaceous;musty,floral;herbaceous;musty,FlavorBase10,,
4876,189860.0,156324-78-6,156324-78-6,"2-hydroxyethyl [(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] carbonate",cooling;menthol,provides trigeminal cooling similar to mentho,FlavorBase10,,
4877,23124820.0,30304-82-6,30304-82-6,"[1-(2,3-dihydroxypropyl)-5-methyl-2-propan-2-ylcyclohexyl] hydrogen carbonate",cooling;menthol,provides trigeminal cooling similar to mentho,FlavorBase10,,
4878,9964606.0,577746-42-0,"Frescolat, type MGA","[(6S,9R)-9-methyl-6-propan-2-yl-1,4-dioxaspiro[4.5]decan-3-yl]methanol",cooling;menthol,provides trigeminal cooling similar to mentho,FlavorBase10,,
4879,220674.0,89-48-5,L-Menthyl acetate,"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] acetate",berry;camphoraceous;cooling;floral;fruity;herbaceous;mango;melon;mentholic;minty;oily;orange;raspberry;sour;sweet;tea;woody,berry;camphoraceous;floral;fruity-sour;herbaceous;mango;melon;mentholicherbaceous;minty cooling sensation;oily;orange;raspberry;sweet;tea;woody,FlavorBase10;SigmaAldrich;TGSC;OdoRactor,,
4880,110759.0,6070-14-0,Menthyl butyrate,(5-methyl-2-propan-2-ylcyclohexyl) butanoate,floral;fresh;fruity;herbaceous;minty,fresh;fruity;herbaceous-floral;minty,FlavorBase10,,
4881,12738088.0,94020-93-6,"(1alpha,2beta,5alpha)-5-Methyl-2-(1-methylethyl)cyclohexyl decanoate","[(1S,2R,5S)-5-methyl-2-propan-2-ylcyclohexyl] decanoate",floral;herbaceous;minty,weak herbaceous-floral-minty,FlavorBase10,,
4882,102772.0,2230-90-2,Menthyl formate,(5-methyl-2-propan-2-ylcyclohexyl) formate,earthy;floral;fresh;green;herbaceous;minty,herbaceous refreshing minty with earthy-green,FlavorBase10,,
4883,110760.0,6070-16-2,Menthyl hexanoate,(5-methyl-2-propan-2-ylcyclohexyl) hexanoate,fruity;herbaceous;minty;sour;sweet;woody,fruity-sour;herbaceous woody;minty;sweet,FlavorBase10,,
4884,565690.0,89-47-4,Menthyl isovalerate,(5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate,balsamic;bitter;cooling;fruity;herbaceous;minty;sweet;woody,balsamic;cooling;fruity;herbaceous;minty odor;sweet;woody-bitter taste,FlavorBase10;SigmaAldrich;TGSC;OdoRactor,,
4885,27868.0,53004-93-6,2-(Isopropyl)-5-methylcyclohexyl 2-methylbutyrate,(5-methyl-2-propan-2-ylcyclohexyl) 2-methylbutanoate,floral;fruity;herbaceous;minty;sweet,fruity;herbaceous-floral;minty;sweet,FlavorBase10,,
4886,44147085.0,93940-59-1,93940-59-1,"[(1S,2R,5S)-5-methyl-2-propan-2-ylcyclohexyl] octanoate",floral;herbaceous;minty,weak herbaceous-floral-minty,FlavorBase10,,
4887,44144782.0,96097-19-7,"(1alpha,2beta,5alpha)-5-Methyl-2-(1-methylethyl)cyclohexyl palmitate","[(1S,2R,5S)-5-methyl-2-propan-2-ylcyclohexyl] hexadecanoate",odorless;waxy,virtually odorless;waxy,FlavorBase10,,
4888,9993505.0,26171-78-8,26171-78-8,"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] 2-phenylacetate",balsamic;herbal;honey;minty,balsamic-honey with slight minty-herbal note,FlavorBase10,,
4889,16205867.0,93919-01-8,2-Isopropyl-5-methylcyclohexyl stearate,(5-methyl-2-propan-2-ylcyclohexyl) octadecanoate,odorless;waxy,virtually odorless;waxy,FlavorBase10,,
4890,10942622.0,53608-94-9,"2,2-diethoxyethanethiol","2,2-diethoxyethanethiol",meaty,meaty in dilution,FlavorBase10,,
4891,697993.0,27157-85-3,2-Mercaptobenzothiazole,"3H-1,3-benzothiazole-2-thione",burnt;garlic;rubbery;sulfurous,burnt;garlic;rubbery;sulfurous,FlavorBase10,,
4892,146677403.0,1354222-27-7,3-Mercaptodecanal,3-sulfanyldecanal,citrus;fatty;tropical,citrus;fatty;tropical,FlavorBase10,,
4893,122423543.0,1006684-20-3,2-Mercapto-4-heptanol,2-sulfanylheptan-4-ol,fruity;guava;sugar;tropical;vegetal;watercress,fruity;guava;tropical;vegetal @0.5 ppm in 5% sugar solution;watercress,FlavorBase10,,
4894,22764068.0,1006684-20-3,3-Mercapto-2-hexanone,3-sulfanylhexan-2-one,,,,,
4895,152910.0,26473-47-2,26473-47-2,2-methyl-3-sulfanylpropanoic acid,cheese;meaty;ripe;sulfurous;tropical;vegetative,meaty;ripe cheese notes;sulfurous;tropical;vegetative,FlavorBase10,,
4896,76960821.0,76801-35-8,Mercaptomethylpropylthiobutanol,"(2S,3R)-3-[(2S,3S)-3-sulfanylbutan-2-yl]sulfanylbutan-2-ol",liver;meaty;onion;sulfurous,liver;meaty;onion (see comments);sulfurous,FlavorBase10,,
4897,98.0,2464-23-5,3-mercaptopyruvic acid,2-oxo-3-sulfanylpropanoic acid,cheesy;meaty;sulfurous,cheesy;meaty on dilution;sulfurous,FlavorBase10,,
4898,480012.0,548740-99-4,3-sulfanylpentan-1-ol,3-sulfanylpentan-1-ol,brothy;citrus;grapefruit;green;nettle;stinging,brothy;citrus;grapefruit;greenery;stinging nettle like,FlavorBase10,,
4899,110909.0,6588-78-9,10-Mercaptopinane,"(6,6-dimethyl-2-bicyclo[3.1.1]heptanyl)methanethiol",fruit;grapefruit;green;sulfurous;tropical,green;somewhat grapefruit taste;sulfurous;tropical fruit odor,FlavorBase10,,
4900,175039.0,72361-41-2,3-Mercaptopinane,"2,6,6-trimethylbicyclo[3.1.1]heptane-3-thiol",fruit;grapefruit;green;sulfurous;tropical,green;somewhat grapefruit taste;sulfurous;tropical fruit odor,FlavorBase10,,
4901,520144.0,24653-75-6,1-Mercapto-2-propanone,1-sulfanylpropan-2-one,chicken;garlic;meaty;onion;pork;sulfuraceous,chicken & pork notes;garlic;meaty;onion;sulfuraceous notes,FlavorBase10,,
4902,11600725.0,2506-35-6,2506-35-6,S-(acetylsulfanylmethyl) ethanethioate,cooked;meaty;savory,adds cooked meaty;savory notes,FlavorBase10,,
4903,102492052.0,2506-35-6,Methional glyceryl acetal,"2-(2-methylsulfanylethyl)-1,3-dioxan-5-ol",cheese;potato;sulfurous,sulfurous with potato and cheese notes,FlavorBase10,,
4904,6137.0,1006386-95-3,L-methionine,(2S)-2-amino-4-methylsulfanylbutanoic acid,meaty,used in reaction flavors to produce meaty aro,FlavorBase10,,
4905,3019958.0,84559-98-8,3-(Methylthio)propyl isovalerate,3-methylsulfanylpropyl 3-methylbutanoate,cheese;fruit;sulfurous;tropical,cheese;sulfurous;tropical fruit in dilution,FlavorBase10,,
4906,6992930.0,14486-03-4,L-Methionylglycine,2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]acetic acid,bland;cheese;meaty;neutriceutical;savory,bland taste;cheese;meaty;neutriceutical;savory,FlavorBase10;TGSC,,
4907,11370.0,529-75-9,2-METHOXYBENZOIC ACID,2-methoxybenzoic acid,burning;odorless,burning taste;nearly odorless,FlavorBase10,,
4908,11461.0,586-38-9,3-METHOXYBENZOIC ACID,3-methoxybenzoic acid,burning,burning taste (at high concentrations),FlavorBase10,,
4909,734154.0,6099-03-2,2-Methoxycinnamic acid,(E)-3-(2-methoxyphenyl)prop-2-enoic acid,aromatic;balsamic;cassia,aromatic;balsamic;slight cassia connotation,FlavorBase10,,
4910,54098832.0,6099-03-2,2-Methoxycinnamyl acetate,3-(2-methoxyphenyl)prop-2-enyl acetate,balsamic;floral;fruity;spicy,spicy balsamic floral-fruity,FlavorBase10,,
4911,89734.0,22502-03-0,2-Methoxyethyl acetoacetate,2-methoxyethyl 3-oxobutanoate,fermented;fruit;sweet,fermented;heavy fruit notes;sweet,FlavorBase10,,
4912,11210019.0,745047-94-3,Methoxymethylbenzylmethylpyridinylethyloxalamide,N'-[(2-methoxy-4-methylphenyl)methyl]-N-[2-(5-methylpyridin-2-yl)ethyl]oxamide,savory;umami,savory;umami flavor enhancer,FlavorBase10,,
4913,11221120.0,745047-97-6,745047-97-6,N'-[(2-methoxy-4-methylphenyl)methyl]-N-(2-pyridin-2-ylethyl)oxamide,savory;umami,savory;umami flavor enhancer,FlavorBase10,,
4914,113204.0,63450-30-6,"Pyrazine, methoxymethyl-",2-(methoxymethyl)pyrazine,almond;fresh;green;hazelnut;nutty;peanut;roasted,almond;fresh;greenroasted;nutty;odor reminiscent of roasted hazelnuts;peanuts,FlavorBase10;TGSC,,
4915,76153.0,2882-22-6,2-Methoxy-5-methylpyrazine,2-methoxy-5-methylpyrazine,hazelnut;nut;peanut;roasted,hazelnut;peanut;roasted nut,FlavorBase10,,
4916,16668.0,57982-68-0,1-METHOXYNAPHTHALENE,1-methoxynaphthalene,blossom;harsh;orange,harsh;somewhat  orange blossom note,FlavorBase10,,
4917,151199.0,4276-73-7,2-(4-Methoxyphenoxy)propanoic acid,2-(4-methoxyphenoxy)propanoic acid,sweet,sweetness inhibiting agent,FlavorBase10,,
4918,79406.0,5406-18-8,3-(4-Methoxyphenyl)propan-1-ol,3-(4-methoxyphenyl)propan-1-ol,aromatic;cinnamon;floral;spicy,aromatic;cinnamon connotation;floral;slightly spicy,FlavorBase10,,
4919,69278.0,620-08-6,4-Methoxypyridine,4-methoxypyridine,aromatic;narcotic;smoky;spicy,aromatic;narcotic;smoky;somewhat spicy,FlavorBase10,,
4920,13795010.0,71580-13-7,2-methoxy-1h-pyrrole,2-methoxy-1H-pyrrole,,,,,
4921,57376046.0,233666-09-6,233666-09-6,3-methyl-1-(methyldisulfanyl)but-1-ene,alliaceous;cooked;garlic;onion,cooked;garlic;onion;powerful alliaceous,FlavorBase10,,
4922,307343.0,75541-63-8,methyl 2-(2-phenylacetamido)benzoate,methyl 2-[(2-phenylacetyl)amino]benzoate,grape;honey;petitgrain,grape-honey nuances;mild petitgrain notes,FlavorBase10,,
4923,529302.0,89422-42-4,89422-42-4,methyl 3-acetyloxybutanoate,apple;fruit;fruity;pineapple;tropical,fruity with apple-pineapple tropical fruit no,FlavorBase10,,
4924,89463.0,21188-60-3,Methyl 3-acetoxyhexanoate,methyl 3-acetyloxyhexanoate,fruity;green;lettuce;sweet,fruity green lettuce  type odor;sweet green fruity taste,FlavorBase10,,
4925,539496.0,35234-23-2,"Octanoic acid, 5-(acetyloxy)-, methyl ester",methyl 5-acetyloxyoctanoate,,,,,
4926,17623.0,2719-08-6,Methyl 2-Acetamidobenzoate,methyl 2-acetamidobenzoate,anthranilic;fruity;grape;mandarin;powdery;strawberry,anthranilic;fruity;grape & mandarin notes;powdery;strawberry,FlavorBase10;TGSC,,
4927,7294.0,96-33-3,METHYL ACRYLATE,methyl prop-2-enoate,acrylic;chamomille;pungent,chamomille-like topnote;pungent acrylic odor,FlavorBase10,,
4928,521941.0,1081830-09-2,Butyl methyl disulfide,1-(methyldisulfanyl)butane,alliaceous;cooked;garlic;onion;roasted,alliaceous;cooked;onion-garlic;roasted,FlavorBase10,,
4929,10867491.0,55369-70-5,methyl 2-(butylamino)benzoate,methyl 2-(butylamino)benzoate,anthranilic;grape;mandarin,anthranilic;grape & mandarin notes,FlavorBase10,,
4930,53426062.0,1191-03-3,"METHYL DECA-4,8-DIENOATE","methyl deca-4,8-dienoate",fatty;fruity;pear;waxy,fatty-waxy odor;fruity;pear notes,FlavorBase10,,
4931,6429307.0,1680-29-1,S-methylthiodecanoate,S-methyl decanethioate,cabbage;rancid,cabbage notes by gc-o;rancid,FlavorBase10,,
4932,5366840.0,1191-02-2,Methyl (E)-4-decenoate,methyl (E)-dec-4-enoate,fruity;green;pear;tropical;waxy,fruity with a pear;green;tropical waxy nuance,FlavorBase10,,
4933,69027.0,598-98-1,Methyl pivalate,"methyl 2,2-dimethylpropanoate",estery;ethereal;fresh;fruity,ethereal;fresh;fruity estery odor,FlavorBase10,,
4934,123149.0,2168-84-5,Methyl dithioacetate,methyl ethanedithioate,,,,,
4935,637723.0,6208-91-9,Methyl (E)-2-dodecenoate,methyl (E)-dodec-2-enoate,fatty;fruity;green;melon;pear,fatty;green;somehat fruity with melon pear notes,FlavorBase10,,
4936,22216196.0,30968-45-7,METHYL DIHYDROABIETATE,"methyl (1R,4aR,4bS,8aS,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,8a,9,10,10a-decahydrophenanthrene-1-carboxylate",resinous,high levels are slightly resinous,FlavorBase10,,
4937,13097902.0,17318-49-9,methyl 2-(ethylamino)benzoate,methyl 2-(ethylamino)benzoate,citrus;grape;mandarin;petitgrain,petitgrain & grape-like;slightly citrusy (mandarin),FlavorBase10,,
4938,69951.0,816-11-5,Methyl 2-ethylbutanoate,methyl 2-ethylbutanoate,apple;caprylic;fruity,apple;caprylic;fruity,FlavorBase10,,
4939,12889958.0,64226-53-5,METHYL 3-ETHYLHEPTANOATE,methyl 3-ethylheptanoate,,,,,
4940,102491.0,816-19-3,Methyl 2-ethylhexanoate,methyl 2-ethylhexanoate,fatty;fruity;herbal;orris;woody,fruity;orris fatty note;slightly woody-herbal,FlavorBase10,,
4941,6429059.0,66169-00-4,2-[(methyltrithio)methyl]furan,2-[(methyltrisulfanyl)methyl]furan,coffee;cooked;pungent;roasted,coffee notes;pungent roasted cooked,FlavorBase10,,
4942,7022533.0,108499-33-8,108499-33-8,methyl 2-(furan-2-ylmethylsulfanyl)acetate,coffee;sulfurous,coffee notes;sulfurous,FlavorBase10,,
4943,66774.0,124238-96-6,Methyl glycolate,methyl 2-hydroxyacetate,burnt;caramellic;ethereal;sugar,burnt sugar;caramellic odor;ethereal,FlavorBase10,,
4944,11788469.0,20756-86-9,1-mercapto-5-carbomethoxy-pentane,methyl 6-sulfanylhexanoate,cheese;fruit;green;pineapple;sulfurous;tropical,cheese;green;sulfurous;tropical-fruit-pineapple on dilution,FlavorBase10,,
4945,14029718.0,101853-47-8,METHYL 5-HYDROXYDECANOATE,methyl 5-hydroxydecanoate,fruity;lactone;pineapple;sweet,also a precursor of delta-decalactone;sweet fruity somewhat pineapple,FlavorBase10,,
4946,50006.0,67952-57-2,"1,5-Dimethylhexyl acetate",6-methylheptan-2-yl acetate,fruity;peach;strawberry;sweet,powerful strawberry-peach like taste.;sweet-fruity,FlavorBase10,,
4947,534377.0,72437-56-0,Methyl isopentyl disulfide,3-methyl-1-(methyldisulfanyl)butane,meaty;onion;roasted;rubbery;savoury;sulfuraceous;sulfurous,meaty;roasted;rubbery;savoury-onion like;sulfuraceous;sulfurous,FlavorBase10;OdorRactor;,,
4948,12384916.0,5897-45-0,1-(Methylthio)-3-methyl-2-butene,3-methyl-1-methylsulfanylbut-2-ene,beer;garlic;onion;rubbery,garlic;onion flavor (in beer);rubbery,FlavorBase10,,
4949,94386.0,27871-49-4,27871-49-4,methyl (2S)-2-hydroxypropanoate,buttery;caramellic;ethereal;milky;rum,buttery;ethereal rum with milky caramellic notes,FlavorBase10,,
4950,69354.0,624-45-3,Methyl levulinate,methyl 4-oxopentanoate,burnt;caramel;caramellic;fruity;green,caramel;fruity;somewhat burnt-caramellic & green,FlavorBase10;TGSC,,
4951,5319706.0,301-00-8,METHYL LINOLENATE,"methyl (9Z,12Z,15Z)-octadeca-9,12,15-trienoate",fatty;oily,oily fatty,FlavorBase10,,
4952,9898836.0,54051-19-3,Methyl 3-sulfanylbutanoate,methyl 3-sulfanylbutanoate,blackcurrant;fruit;fruity;green;passion;sweet;tropical,blackcurrant;fruity;green;passion fruit in dilution;sweet;tropical,FlavorBase10,,
4953,103858.0,105368-24-9,Methyl 2-mercaptopropionate,methyl 2-sulfanylpropanoate,brothy;durian;meaty;sulfurous;tropical;vegetative,meaty and brothy;slightly vegetative and tropical durian;sulfurous,FlavorBase10,,
4954,73689.0,1515-81-7,1-methoxy-4-(methoxymethyl)benzene,1-methoxy-4-(methoxymethyl)benzene,anisic;floral;vanilla,anisic-vanilla-like odor and taste;floral,FlavorBase10,,
4955,304169.0,63478-69-3,methyl 3-methyl-3-(4-methylphenyl)oxirane-2-carboxylate,methyl 3-methyl-3-(4-methylphenyl)oxirane-2-carboxylate,cooked;dry;fruit;fruity,cooked fruit notes;fruity-dry taste,FlavorBase10,,
4956,45108274.0,78818-78-7,78818-78-7,2-methyl-5-[(methyldisulfanyl)methyl]furan,alliaceous;coffee;pungent;roasted;sulfurous,alliaceous;coffee in dilution;pungent;roasted notes;sulfurous,FlavorBase10,,
4957,6428935.0,13679-60-2,13679-60-2,2-methyl-5-(methylsulfanylmethyl)furan,coffee;geranium;mustard;onion,coffee- geranium in dilution;mustard;onion like at 0.2 ppm,FlavorBase10,,
4958,75024.0,2110-78-3,Methyl 2-hydroxyisobutyrate,methyl 2-hydroxy-2-methylpropanoate,caramel;fruity;nutty,caramel;fruity;nutty,FlavorBase10,,
4959,107231.0,122291-44-5,Methyl 2-methyl-3-mercaptopropionate,methyl 2-methyl-3-sulfanylpropanoate,foxy;fresh;fruity;grape;tropical,foxy;fresh fruity;fruity;grape;tropical,FlavorBase10,,
4960,534972.0,33603-30-4,"3-Pentenoic acid, 2-methyl-, methyl ester",methyl 2-methylpent-3-enoate,fruity;green;melon;pineapple;strawberry;sweet,fruity;melon-green taste;pineapple;strawberry;sweet,FlavorBase10,,
4961,228011.0,5441-04-3,methyl 3-methyl-3-phenyloxirane-2-carboxylate,methyl 3-methyl-3-phenyloxirane-2-carboxylate,berry;fruity;pungent;sharp;sweet,pungent-sweet odor and sweet-fruity berry tas;sharp-fruity,FlavorBase10,,
4962,546377.0,2432-83-9,"Octanethioic acid, S-methyl ester",S-methyl octanethioate,cabbage;cheese;cooked;rancid,cheese by gc-o;cooked cabbage;rancid,FlavorBase10,,
4963,14454457.0,6093-96-5,METHYL 5-OXODODECANOATE,methyl 5-oxododecanoate,,,,,
4964,121700.0,30414-54-1,Methyl 3-oxohexanoate,methyl 3-oxohexanoate,caramellic;fruity;roasted,caramellic fruity;somewhat roasted,FlavorBase10,,
4965,545106.0,3682-42-6,Methyl 3-methyl-2-oxopentanoate,methyl 3-methyl-2-oxopentanoate,caramellic;fruity;rummy;walnut,fruity-caramellic-walnut with rummy notes,FlavorBase10,,
4966,89668.0,22348-95-4,Methyl 3-oxooctanoate,methyl 3-oxooctanoate,,,,,
4967,23518.0,68937-84-8,METHYL PENTADECANOATE,methyl pentadecanoate,fatty;oily;waxy,weak oily fatty-waxy,FlavorBase10,,
